"","x"
"620","RT @RepCharlesDjou: We're spending too much $ on things that aren't working w/ no plan to pay it back. We need a budget: http://ow.ly/1YPHE"
"621","RT @RepTomPrice Common sense plan from @GOPLeader @RepublicanStudy: Immediately reduce spending, prevent '11 tax hikes http://bit.ly/9CLyN7"
"622","RT @johnboehner During """"a three-month spending spree,"""" Dems have """"added more than $230 billion to the national debt"""" http://is.gd/cybXe"
"623","Unacceptable: Reckless spending now will come out of the pocket's of the next generation. http://youtu.be/zAoa9qwIMHU #debt"
"624","$1.2 trillion Senate Omnibus spending bill contains $1 billion in Obamacare funding."
"625","October unemployment remained stagnant at 9.6%.  We need job creation, not spending. Time for Congress to take action."
"626","Have you cast your  #YouCut vote this week? Visit http://bit.ly/aHrjFK #tcot #GOP #spending"
"627","$1,200,000,000,000 = Spending in Senate health care and reconciliation bills from 2010-2019, according to CBO Estimates. That's a lot of $$$"
"628","@reppaulryan: Cut/cap spending, reform F&amp;F, freeze gov't pay - to cast your vote to cut spending now @usaspeakingout: http://bit.ly/9lyemi"
"629","The Senate�s big spending bill is obnoxious � we can�t afford it."
"630","New spending cuts are up for your vote! Take a second to submit you vote for #YouCut: http://republicanwhip.house.gov/YouCut"
"631","RT @GOPLeader: Attn @presssec: Republicans are unified: to boost our economy, we need to stop ALL tax hikes and cut spending now"
"632","Senate leaders just pulled their big$1.1 trillion  spending bill off the floor."
"633","RT @VernBuchanan Spending Insanity: National debt total from 1789-1985= $1.5 Trillion.... 2010 Deficit alone = $1.5 Trillion."
"634","RT @GOPConference New GOP Leadership Team Talks About Creating Jobs, Cutting Spending &amp; Reforming Congress http://plixi.com/p/57710480"
"635","Tax Increases and Spending Cuts Will Be Necessary, Obama�s Advisers Say http://amplify.com/u/5iou"
"636","RT @PatrickMcHenry Senate Dems want new spending bill w/ over 6,000 #earmarks. Don't they remember November? http://wapo.st/gXV3fg"
"637","On my way back to the USA after spending two days in Afghanistan. I will post a summary of my trip in the next few days."
"638","Some interesting stats on government spending. With $13.8 trillion in debt, it's clear spending must be cut: http://yhoo.it/h6E3w2"
"639","RT @RepTomPrice: The national debt is near $14 trillion/unemployment is at 9.6%. Washington must focus on cutting spending/removing barr ..."
"640","The American People Speaking Out http://youtu.be/kixEJdc1G6g We've got to stop the spending, and stop the #debt. #tcot #YouCut"
"641","More spending by the federal government? Not a Christmas present the American people want."
"642","In the next week or so Dems will make a last hail mary attempt to pass a CR loaded with extra spending."
"643","1st day of FY2011, but no federal budget. How can we rein in spending if there is no budget?"
"644","#Pledge to America will end """"binge-spending"""" and get Americans back to work http://bit.ly/czdn5O #GOP"
"645","Spending our children and grandchildren's future away #namesomethingawful"
"646","#poll Do you think Pres. Obama's latest transportation spending proposals will actually help the economy recover? http://twtpoll.com/frc5v4"
"647","RT @GOPWhip 1,500,000: The number of #YouCut votes cast to cut wasteful spending in Washington. Join the movement: http://j.mp/avqqKx #twill"
"648","GOP Cuts Pork from Spending Diet Plan http://bit.ly/aBhxMI  (via @washtimes) #debt #budget"
"649","Budget Brawl: Dem Agenda """"Stalled"""" By """"Smoldering"""" Infighting Over Spending  http://bit.ly/d8mUzj"
"650","#YouCut has reached 650,000 votes! Thx to everyone for taking part. Don't forget to vote on this week's spending cuts http://bit.ly/avqqKx"
"651","Cast your vote in third round of #YouCut. What spending cuts do you want to see? http://bit.ly/bXyiwv #debt"
"652","Cutting spending is not something we should do--it's something we absolutely have to do. #debt #GOP #TX"
"653","YouCut: The American People Speaking Out http://youtu.be/kixEJdc1G6g We've got to stop the spending, and stop the #debt. #tcot #YouCut #GOP"
"654","It's time to cut the spending now. Check out my floor speech: http://www.youtube.com/watch?v=Df65lyRFKJ8 #tcot #tx #debt"
"655","The 100,000th vote was just cast using the new YouCut program. Keep voting for spending cuts but visiting www.republicanwhip.gov/YouCut #GOP"
"656","Check out my latest blog post on spending: http://randyneugebauer.blogspot.com/2010/05/saving-money-where-we-can.html #GOPTech #TX #tcot"
"657","Check this video out &amp; subscribe -- Mr. Speaker: When will the bailouts, government spending and debt stop? http://youtu.be/JGAnUr7aDYw #GOP"
"658","Back in DC. Getting ready for the week ahead. Will be looking for more ways to curb spending and end this fiscal insanity #tcot #GOP #GOPNMC"
"659","RT @gopconference Obama Administration Report Confirms Democrat Health Law Increases Health Care Spending http://bit.ly/cg4uex"
"660","Will be on The Todd Klein Show at 5:00pm CT talking about health care and spending. Tune in on AM580."
"661","Fed Chairman Bernanke says the current deficit spending cannot continue without having a negative effect."
"662","A Fiscal Commission Won�t Solve the Spending Problem http://bit.ly/agIpo9"
"663","Spending the morning in Albany, TX and then headed to Fisher County."
"664","@WSJ Democrats to Unveil Jobs Package; Spending Fight Looms http://amplify.com/u/1poa"
"665","In just two years the Dems have increased discretionary spending by 86%"
"666","We need jobs. But getting jobs by increasing debt is not the way to go. Jobs come through restraining spending/rejecting job killing agendas"
"667","Check out my latest blog post on President Obama's announcement of a spending freeze: http://bit.ly/cUAuGP"
"668","Rather than bigger gov and more spending, the people of the 19th want Congress to focus on common sense solutions to foster job creation."
"669","WSJ-Karl Rove: Obama Versus Bush on Spending  http://amplify.com/u/1hvx"
"670","Spending the morning in Post, Texas."
"671","My New Year's resolution is to continue holding the government accountable and put an end to reckless spending in Washington. What's yours?"
"672","Mr. President, we can't keep spending the money we don't have: http://bit.ly/7aJUym"
"673","dems dont want to allow debate on spending bills"
"674","RT @GOPConference New GOP Leadership Team Talks About Creating Jobs, Cutting Spending &amp; Reforming Congress http://plixi.com/p/57710480"
"675","Newsmax has article on need to rollback federal spending and calls me a leading contender to lead Energy &amp; Commerce -  http://ht.ly/3ct0P"
"676","RT @RepKenMarchant As of today, more than 1 million #YouCut votes have been cast to reduce gov spending! Have u voted? http://bit.ly/a2ejWL"
"677","did you know that you can also submit your ideas for spending cuts for Project YouCut? Send them in &amp; tell your friends: http://j.mp/aJaxYA"
"678","RT @GOPWhip: Washington has a spending problem. What would #YouCut? Make your voice heard by voting online or by text: http://ow.ly/1M3yb"
"679","If you believe in less taxing, less spending, less govt &amp; more freedom, plz RT! #goptech"
"680","it's Tax Freedom Day today, a reminder that our tax system &amp; govt spending are out of control. http://bit.ly/bGY7oK"
"681","will Administration learn from debt crisis in Greece? reckless borrowing &amp; spending leads to fiscal catastrophe http://bit.ly/c2naXX"
"682","what spending do you want Congress to cut? Vote here: http://bit.ly/9vynkg #gop #tcot #biggovt"
"683","I signed Sen. Jeff Atwater's pledge in support of a balanced budget amdt. We need to keep our spending in check!"
"684","signed letter to Pelosi w/173 House GOP Reps: stop using Defense spending bill to pass controversial proposals! http://bit.ly/6s8txu"
"685","House just passed sham bill that raises taxes...during a recession! Less taxing, less spending, less govt, more freedom = econ recovery #gop"
"686","RT @WMRepublicans Rep. Camp backs Boehner�s call for less spending, prevention of tax hikes http://bit.ly/9OvGWS"
"687","Today, I joined the Sunset Caucus to shrink the size of gvmt by eliminating wasteful programs and spending! http://bit.ly/AiZgg"
"688","Great small business roundtable discussion in Rogers, talked taxes, govt spending and how uncertainty is affecting their decisions."
"689","Need to control reckless spending- I supported 9 spending cuts totaling $120 billion over last 3 months @GOPWhip"
"690","From the CBO: $1.4 trillion deficit for 2010 and projected $1.1 trillion deficit for 2011. It's the spending - Congress doesn't get it."
"691","http://bit.ly/CTOcq My Floor Speech this am - Time for Washington to focus on real job creation, not more spending and debt!"
"692","A #pork - laden omnibus spending bill�Not the Christmas present Americans want under their tree!"
"693","@DarrellIssa @repaaronschock &amp; my amndts to reduce govt waste were rejected by the majority! The spending spree continues.#reformrejected"
"694","House voted to add almost $2 trillion more to nation's credit card. When does Congress finally tackle runaway spending? http://bit.ly/doj92c"
"695","My op-ed from the Coon Rapids Herald on Debt Day - now, government spending exceeds total revenues.  http://bit.ly/a1Cm1"
"696","RT @GOPWhip Our majority's #1 priority is to get Americans back to work by restoring certainty to the private sector &amp; cutting gov spending."
"697","Back in DC for the first day of Lame Duck Session. I�m hoping we�ll focus on jobs, less spending and lower taxes. #GOP"
"698","RT @GOPWhip: It�s time to stop the boom in spending, increased taxes &amp; burdensome regulations and make government more efficient #tcot"
"699","Engaged seniors at asstd living facility - worried about debt and spending. Enjoyed chatting with WWII vets, neat stories from real heroes"
"700","http://bit.ly/fuaFR My latest blog post: Real Fiscal Discipline, Not Higher Taxes and More Spending"
"701","Today: Another Example of Unnecessary Government Spending  - http://bit.ly/bnsRC"
"702","Paulsen talks spending, saving, economy http://tinyurl.com/aqn5q2"
"703","Vote on
the spending cuts you would like to see at
http://republicanwhip.house.gov/YouCut/"
"704","CBO estimate for spending under HC bill has DOUBLED from $55 billion to $115 billion - http://tinyurl.com/2bcnpgn"
"705","78% of Americans think that Government spending is out of control"
"706","Vote on the spending cuts you would like to see in the House at http://www.republicanwhip.house.gov/YouCut/"
"707","Larger Deficits and More Government Spending Are Not the Answer -- http://tinyurl.com/yejgv3l"
"708","Rep. Fleming Urges Colleagues to Cut Spending and Extend Tax Cuts: http://www.youtube.com/watch?v=wKS7vGDC30o"
"709","My commitment is fighting runaway spending, addressing unemployment and getting our economy back on its feet again. #RSC"
"710","Congress must stop the wasteful spending with this so-called Stimulus Plan -- http://tinyurl.com/yjavg8c"
"711","WSJ.com - Opinion: Why the Spending Stimulus Failed http://on.wsj.com/hXv1Ib"
"712","RT @USASpeakingOut: Americans asking, Where are the Jobs? @GOPLeader offers 2-point plan: cut spending, freeze taxes: http://bit.ly/cN84ut"
"713","Check out my @Politico column with @GroverNorquist on stopping the government�s out-of-control spending http://tinyurl.com/2czbw7r"
"714","RT @TheDailyCaller Have your voices heard, YouCut America � and working together, we can cut spending http://bit.ly/ccBCXQ"
